order_id,customer_id,item_count,grand_total,payment_mode,promo_code,vendor_discount_amount,promo_code_discount_percentage,is_favorite,is_rated,vendor_rating,driver_rating,deliverydistance,preparationtime,delivery_time,order_accepted_time,driver_accepted_time,ready_for_pickup_time,picked_up_time,delivered_time,delivery_date,vendor_id,created_at,LOCATION_NUMBER,LOCATION_TYPE,CID X LOC_NUM X VENDOR
12207,KTQURTY,,7.9,1,,0,,No,No,,0,0,,,,,,,,,78,10/11/2024 2:31,0,,KTQURTY X 0 X 78
12143,G5T5AMP,,9,1,,0,,No,No,,0,0,,,,,,,,,83,10/11/2024 2:31,0,,G5T5AMP X 0 X 83
12150,TSUZ2DF,,15,1,,0,,No,No,,0,0,,,,,,,,,83,10/11/2024 2:31,1,,TSUZ2DF X 1 X 83
12154,4AU73XO,,35.1,1,,0,,No,No,,0,0,,,,,,,,,83,10/11/2024 2:31,0,,4AU73XO X 0 X 83
12184,DIQ1RUF,,33.3,1,,0,,No,No,,0,0,,,,,,,,,81,10/11/2024 2:31,0,,DIQ1RUF X 0 X 81
12195,C75J2DE,,6.5,1,,0,,No,No,,0,0,,,,,,,,,78,10/11/2024 2:31,0,,C75J2DE X 0 X 78
12202,AGRZ6M3,,12.5,1,,0,,No,No,,0,0,,,,,,,,,78,10/11/2024 2:31,0,,AGRZ6M3 X 0 X 78
12153,0IF97OA,,14.7,1,,0,,No,No,,0,0,,,,,,,,,67,10/11/2024 2:31,0,,0IF97OA X 0 X 67
12160,T9C2E4O,,12.2,1,,0,,No,No,,0,0,,,,,,,,,83,10/11/2024 2:31,0,,T9C2E4O X 0 X 83
12198,2PY8XE0,,16.9,1,,0,,No,No,,0,0,,,,,,,,,43,10/11/2024 2:31,0,,2PY8XE0 X 0 X 43
12193,JNVC68C,,14.7,1,,0,,No,No,,0,0,,,,,,,,,83,10/11/2024 2:32,2,,JNVC68C X 2 X 83
12227,OYY8CNX,,14.7,1,,0,,No,No,,0,0,,,,,,,,,78,10/11/2024 2:32,0,,OYY8CNX X 0 X 78
12234,H9HSXRF,,9.6,1,,0,,No,No,,0,0,,,,,,,,,20,10/11/2024 2:32,0,,H9HSXRF X 0 X 20
12116,0V6SW4C,,14.7,1,,0,,No,No,,0,0,,,,,,,,,83,10/11/2024 2:32,0,,0V6SW4C X 0 X 83
12131,JAUNP9K,,35.1,1,,0,,No,No,,0,0,,,,,,,,,78,10/11/2024 2:32,1,,JAUNP9K X 1 X 78
12133,5JRNFFM,,11.1,1,,0,,No,No,,0,0,,,,,,,,,78,10/11/2024 2:32,2,,5JRNFFM X 2 X 78
12217,DSBUJQT,,23.1,1,,0,,No,No,,0,0,,,,,,,,,23,10/11/2024 2:32,0,,DSBUJQT X 0 X 23
12239,NGOPBF8,,21.6,1,,0,,No,No,,0,0,,,,,,,,,81,10/11/2024 2:32,1,,NGOPBF8 X 1 X 81
12218,WDABOSC,,0,1,haked10494,0,,No,No,,0,0,,,,,,,,,28,10/11/2024 2:32,0,,WDABOSC X 0 X 28
12236,YEALZ78,,13.9,1,,0,,No,No,,0,0,,,,,,,,,81,10/11/2024 2:32,0,,YEALZ78 X 0 X 81
12148,THLAYUV,,16.6,1,,0,,No,No,,0,0,,,,,,,,,78,10/11/2024 2:32,0,,THLAYUV X 0 X 78
12165,DQLLRFG,,9,1,,0,,No,Yes,3,3,0,,,,,,,,,28,10/11/2024 2:32,0,,DQLLRFG X 0 X 28
12205,QQOZ4FV,,20.9,1,,0,,No,No,,0,0,,,,,,,,,83,10/11/2024 2:32,0,,QQOZ4FV X 0 X 83
12206,NWFMA3O,,28.5,1,,0,,No,No,,0,0,,,,,,,,,78,10/11/2024 2:32,0,,NWFMA3O X 0 X 78
12238,YEALZ78,,13.9,1,,0,,No,No,,0,0,,,,,,,,,81,10/11/2024 2:33,0,,YEALZ78 X 0 X 81
12226,7WEVWHX,,13.6,1,,0,,No,No,,0,0,,,,,,,,,83,10/11/2024 2:33,0,,7WEVWHX X 0 X 83
12228,0HDNF84,,13.3,1,,0,,No,No,,0,0,,,,,,,,,75,10/11/2024 2:33,0,,0HDNF84 X 0 X 75
12253,QURUHAI,,31.9,1,,0,,No,No,,0,0,,,,,,,,,81,10/11/2024 2:33,1,,QURUHAI X 1 X 81
12260,94UGQC7,,16.2,1,,0,,No,No,,0,0,,,,,,,,,66,10/11/2024 2:33,1,,94UGQC7 X 1 X 66
12240,MC0CJBX,,8.2,1,,0,,No,No,,0,0,,,,,,,,,13,10/11/2024 2:33,0,,MC0CJBX X 0 X 13
12199,O3JECOC,,13.6,1,,0,,No,No,,0,0,,,,,,,,,83,10/11/2024 2:33,0,,O3JECOC X 0 X 83
12214,5IU2W5U,,12.5,1,,0,,No,No,,0,0,,,,,,,,,83,10/11/2024 2:33,0,,5IU2W5U X 0 X 83
12216,49WYQ2W,,5.4,1,,0,,No,No,,0,0,,,,,,,,,43,10/11/2024 2:33,0,,49WYQ2W X 0 X 43
12231,JNVC68C,,11,1,,0,,No,No,,0,0,,,,,,,,,20,10/11/2024 2:33,2,,JNVC68C X 2 X 20
12263,AVBGQG6,,63.1,1,,0,,No,No,,0,0,,,,,,,,,44,10/11/2024 2:33,0,,AVBGQG6 X 0 X 44
11878,CS6DIQI,,10.6,1,,0,,No,No,,0,0,,,,,,,,,78,10/11/2024 2:33,0,,CS6DIQI X 0 X 78
11933,M1LZSU1,,70.9,1,,0,,No,No,,0,0,,,,,,,,,78,10/11/2024 2:33,0,,M1LZSU1 X 0 X 78
11935,2HX0UN3,,18.5,1,,0,,No,No,,0,0,,,,,,,,,83,10/11/2024 2:33,0,,2HX0UN3 X 0 X 83
11944,ADKDVAQ,,37.8,1,,0,,No,No,,0,0,,,,,,,,,78,10/11/2024 2:33,0,,ADKDVAQ X 0 X 78
11967,4FH86QL,,14.1,1,,0,,No,No,,0,0,,,,,,,,,78,10/11/2024 2:33,0,,4FH86QL X 0 X 78
12264,QSTKRKZ,,17.7,1,,0,,No,No,,0,0,,,,,,,,,76,10/11/2024 2:33,0,,QSTKRKZ X 0 X 76
12266,M1LZSU1,,23.6,1,,0,,No,No,,0,0,,,,,,,,,81,10/11/2024 2:33,0,,M1LZSU1 X 0 X 81
12003,XMB4T7L,,6.5,1,,0,,No,No,,0,0,,10/6/2023 22:39,,,,,,,78,10/11/2024 2:34,0,,XMB4T7L X 0 X 78
12262,4UAP3RW,,38.1,1,,0,,No,No,,0,0,,,,,,,,,78,10/11/2024 2:34,0,,4UAP3RW X 0 X 78
12298,F3ZIXX2,,31,1,,0,,No,No,,0,0,,,,,,,,,44,10/11/2024 2:34,0,,F3ZIXX2 X 0 X 44
12300,F4A3LSF,,12.2,1,,0,,No,No,,0,0,,,,,,,,,66,10/11/2024 2:34,0,,F4A3LSF X 0 X 66
12315,CSGUKZ8,,9.9,1,,0,,No,No,,0,0,,,,,,,,,81,10/11/2024 2:34,0,,CSGUKZ8 X 0 X 81
12010,3RFFY93,,12.2,1,,0,,No,No,,0,0,,,,,,,,,75,10/11/2024 2:34,0,,3RFFY93 X 0 X 75
12033,79DERVJ,,11.7,1,,0,,No,No,,0,0,,,,,,,,,67,10/11/2024 2:34,0,,79DERVJ X 0 X 67
12268,53AB619,,11.1,1,,0,,No,No,,0,0,,,,,,,,,78,10/11/2024 2:34,1,,53AB619 X 1 X 78
12293,FYC6E6G,,17.1,1,,0,,No,No,,0,0,,,,,,,,,78,10/11/2024 2:34,0,,FYC6E6G X 0 X 78
12329,0V6SW4C,,11.7,1,,0,,No,No,,0,0,,,,,,,,,83,10/11/2024 2:34,0,,0V6SW4C X 0 X 83
12316,BHD9DDJ,,15.8,1,,0,,No,No,,0,0,,10/8/2023 19:25,,,,,,,83,10/11/2024 2:34,0,,BHD9DDJ X 0 X 83
12331,3Z3DV1U,,20.1,1,,0,,No,No,,0,0,,,,,,,,,83,10/11/2024 2:34,0,,3Z3DV1U X 0 X 83
12333,GJZDS65,,20.4,1,,0,,No,No,,0,0,,,,,,,,,83,10/11/2024 2:34,0,,GJZDS65 X 0 X 83
12348,5Q25AVX,,20.1,1,,0,,No,No,,0,0,,,,,,,,,83,10/11/2024 2:34,0,,5Q25AVX X 0 X 83
12354,XM6ZKRK,,7.3,1,,0,,No,No,,0,0,,,,,,,,,83,10/11/2024 2:34,1,,XM6ZKRK X 1 X 83
12361,VU7JW7F,,19,1,,0,,Yes,No,,0,0,,,,,,,,,43,10/11/2024 2:34,0,,VU7JW7F X 0 X 43
12393,AXRNC72,,18.5,1,,0,,No,No,,0,0,,,,,,,,,28,10/11/2024 2:35,0,,AXRNC72 X 0 X 28
12411,QQOZ4FV,,12.5,1,,0,,No,No,,0,0,,,,,,,,,83,10/11/2024 2:35,0,,QQOZ4FV X 0 X 83
12364,1XWBV2C,,9.8,1,,0,,No,No,,0,0,,,,,,,,,83,10/11/2024 2:35,0,,1XWBV2C X 0 X 83
12366,575MHJT,,12.2,1,,0,,No,No,,0,0,,,,,,,,,78,10/11/2024 2:35,0,,575MHJT X 0 X 78
12383,VD82HFH,,15.2,1,,0,,No,No,,0,0,,,,,,,,,83,10/11/2024 2:35,0,,VD82HFH X 0 X 83
12398,0UW9NTR,,5.3,1,,0,,No,No,,0,0,,,,,,,,,66,10/11/2024 2:35,0,,0UW9NTR X 0 X 66
12365,RQBO27H,,12.8,1,,0,,No,No,,0,0,,,,,,,,,83,10/11/2024 2:35,0,,RQBO27H X 0 X 83
12380,HNQMB02,,29.4,1,,0,,No,No,,0,0,,,,,,,,,78,10/11/2024 2:35,0,,HNQMB02 X 0 X 78
12436,E9AZV5V,,32.2,1,,0,,No,No,,0,0,,,,,,,,,81,10/11/2024 2:35,0,,E9AZV5V X 0 X 81
12443,SVH8XNU,,24.7,1,,0,,No,No,,0,0,,,,,,,,,81,10/11/2024 2:35,0,,SVH8XNU X 0 X 81
12288,CWK5EKO,,12.5,1,,0,,No,No,,0,0,,,,,,,,,78,10/11/2024 2:35,0,,CWK5EKO X 0 X 78
12305,UTDK6CK,,8.7,1,,0,,No,No,,0,0,,,,,,,,,67,10/11/2024 2:35,0,,UTDK6CK X 0 X 67
12306,YQSIXM7,,10.1,1,,0,,No,No,,0,0,,,,,,,,,67,10/11/2024 2:35,0,,YQSIXM7 X 0 X 67
12415,GJ4LZ47,,13.6,1,,0,,No,No,,0,0,,,,,,,,,83,10/11/2024 2:35,2,,GJ4LZ47 X 2 X 83
12430,2S1SDBO,,12.2,1,,0,,No,No,,0,0,,,,,,,,,20,10/11/2024 2:35,1,,2S1SDBO X 1 X 20
12397,9HC417E,,20.8,1,,0,,No,No,,0,0,,,,,,,,,76,10/11/2024 2:35,1,,9HC417E X 1 X 76
12399,XGMA0W9,,6.5,1,,0,,No,No,,0,0,,10/8/2023 22:33,,,,,,,78,10/11/2024 2:35,0,,XGMA0W9 X 0 X 78
12416,VY6B1GT,,13,1,,0,,No,No,,0,0,,,,,,,,,83,10/11/2024 2:35,0,,VY6B1GT X 0 X 83
12324,O3JECOC,,18.2,1,,0,,No,No,,0,0,,,,,,,,,83,10/11/2024 2:35,0,,O3JECOC X 0 X 83
12341,0SDBMR3,,8.7,1,,0,,No,No,,0,0,,,,,,,,,83,10/11/2024 2:36,0,,0SDBMR3 X 0 X 83
12493,TI9RJSS,,15.8,1,,0,,No,No,,0,0,,10/9/2023 15:43,,,,,,,78,10/11/2024 2:36,1,,TI9RJSS X 1 X 78
12504,VY62DCJ,,15.5,1,,0,,No,No,,0,0,,,,,,,,,75,10/11/2024 2:36,1,,VY62DCJ X 1 X 75
12511,D7GQVAR,,11.4,1,,0,,No,No,,0,0,,,,,,,,,78,10/11/2024 2:36,0,,D7GQVAR X 0 X 78
12449,94UGQC7,,11.7,1,,0,,No,No,,0,0,,,,,,,,,28,10/11/2024 2:36,1,,94UGQC7 X 1 X 28
12481,HNS25BF,,11.9,1,,0,,No,No,,0,0,,,,,,,,,66,10/11/2024 2:36,1,,HNS25BF X 1 X 66
12483,ART0Z4U,,15.8,1,,0,,No,No,,0,0,,,,,,,,,78,10/11/2024 2:36,1,,ART0Z4U X 1 X 78
12498,XSJYGJE,,6.5,1,,0,,No,No,,0,0,,,,,,,,,28,10/11/2024 2:36,0,,XSJYGJE X 0 X 28
12517,LVMHH0I,,9,1,,0,,No,No,,0,0,,,,,,,,,67,10/11/2024 2:36,0,,LVMHH0I X 0 X 67
12536,ADKDVAQ,,43.5,1,,0,,No,No,,0,0,,,,,,,,,78,10/11/2024 2:36,0,,ADKDVAQ X 0 X 78
12554,7L7VZOH,,31.5,1,,0,,No,No,,0,0,,,,,,,,,78,10/11/2024 2:36,0,,7L7VZOH X 0 X 78
12561,K3WSGUM,,46.1,1,,0,,No,No,,0,0,,,,,,,,,33,10/11/2024 2:36,0,,K3WSGUM X 0 X 33
12423,9WGMQXH,,9,1,,0,,No,No,,0,0,,,,,,,,,28,10/11/2024 2:36,0,,9WGMQXH X 0 X 28
12424,PNTX0GW,,15.5,1,,0,,No,No,,0,0,,,,,,,,,83,10/11/2024 2:36,1,,PNTX0GW X 1 X 83
12473,53AB619,,19.3,1,,0,,No,No,,0,0,,,,,,,,,78,10/11/2024 2:36,1,,53AB619 X 1 X 78
12474,RAY8DQP,,17.4,1,,0,,No,No,,0,0,,,,,,,,,78,10/11/2024 2:37,0,,RAY8DQP X 0 X 78
12450,XU2NWKJ,,13.3,1,,0,,No,No,,0,0,,,,,,,,,28,10/11/2024 2:37,0,,XU2NWKJ X 0 X 28
12467,0F3YWPW,,13.3,1,,0,,No,No,,0,0,,,,,,,,,33,10/11/2024 2:37,1,,0F3YWPW X 1 X 33
12482,FZWYCVY,,31,1,,0,,No,No,,0,0,,,,,,,,,43,10/11/2024 2:37,0,,FZWYCVY X 0 X 43
12307,Y9OZHCI,,9.8,1,,0,,No,No,,0,0,,,,,,,,,83,10/11/2024 2:37,0,,Y9OZHCI X 0 X 83
12308,CV5XZ5P,,8.8,1,,0,,No,No,,0,0,,,,,,,,,20,10/11/2024 2:37,0,,CV5XZ5P X 0 X 20
12492,ZGFSYCZ,,11.9,1,,0,,No,No,,0,0,,,,,,,,,33,10/11/2024 2:37,3,,ZGFSYCZ X 3 X 33
12509,9VJZUWB,,11.1,1,,0,,No,No,,0,0,,,,,,,,,85,10/11/2024 2:37,6,,9VJZUWB X 6 X 85
12524,GAVT7D8,,7.3,1,,0,,No,No,,0,0,,,,,,,,,78,10/11/2024 2:37,0,,GAVT7D8 X 0 X 78
12542,RC81S8I,,26.1,1,,0,,No,No,,0,0,,,,,,,,,83,10/11/2024 2:37,0,,RC81S8I X 0 X 83
12559,UZTSC5T,,22.8,1,,0,,No,No,,0,0,,10/9/2023 21:00,,,,,,,83,10/11/2024 2:37,0,,UZTSC5T X 0 X 83
12547,UM0GLAC,,13,1,,0,,No,No,,0,0,,,,,,,,,83,10/11/2024 2:37,0,,UM0GLAC X 0 X 83
12321,BHD9DDJ,,14.7,1,,0,,No,No,,0,0,,10/8/2023 18:31,,,,,,,83,10/11/2024 2:37,0,,BHD9DDJ X 0 X 83
12573,I15VWGT,,7.3,1,,0,,No,No,,0,0,,,,,,,,,83,10/11/2024 2:37,0,,I15VWGT X 0 X 83
12591,PPLSZRM,,69.5,1,,0,,No,No,,0,0,,,,,,,,,33,10/11/2024 2:37,0,,PPLSZRM X 0 X 33
12592,SRIUSH1,,47.6,1,,0,,No,No,,0,0,,,,,,,,,66,10/11/2024 2:37,2,,SRIUSH1 X 2 X 66
12579,7BH8FXL,,11.7,1,,0,,No,No,,0,0,,,,,,,,,78,10/11/2024 2:38,0,,7BH8FXL X 0 X 78
12586,JEL9F4U,,10.1,1,,0,,No,No,,0,0,,,,,,,,,67,10/11/2024 2:38,0,,JEL9F4U X 0 X 67
12593,BBZ26N2,,3.8,1,,0,,No,No,,0,0,,,,,,,,,4,10/11/2024 2:38,1,,BBZ26N2 X 1 X 4
12597,BBZ26N2,,7.3,1,,0,,No,No,,0,0,,,,,,,,,4,10/11/2024 2:38,1,,BBZ26N2 X 1 X 4
12604,PHBRPSP,,61.6,1,,0,,No,No,,0,0,,,,,,,,,66,10/11/2024 2:38,0,,PHBRPSP X 0 X 66
12566,9HC417E,,26.4,1,,0,,No,No,,0,0,,,,,,,,,4,10/11/2024 2:38,2,,9HC417E X 2 X 4
12581,J1YY2V0,,8.7,1,,0,,No,No,,0,0,,,,,,,,,83,10/11/2024 2:38,0,,J1YY2V0 X 0 X 83
12514,IYCLJ92,,16,1,,0,,No,No,,0,0,,,,,,,,,78,10/11/2024 2:38,0,,IYCLJ92 X 0 X 78
12531,ROQI1VF,,34.3,1,,0,,No,No,,0,0,,,,,,,,,78,10/11/2024 2:38,0,,ROQI1VF X 0 X 78
12533,05PQFON,,5.4,1,,0,,No,No,,0,0,,,,,,,,,28,10/11/2024 2:38,0,,05PQFON X 0 X 28
12550,OC7YG04,,25.3,1,,0,,No,No,,0,0,,,,,,,,,78,10/11/2024 2:38,0,,OC7YG04 X 0 X 78
12565,PEZZ105,,25.8,1,,0,,No,No,,0,0,,,,,,,,,4,10/11/2024 2:38,0,,PEZZ105 X 0 X 4
12582,JSR033B,,6.5,1,,0,,No,No,,0,0,,10/9/2023 22:40,,,,,,,78,10/11/2024 2:38,0,,JSR033B X 0 X 78
12372,OO9G9JK,,36.2,1,,0,,No,No,,0,0,,,,,,,,,83,10/11/2024 2:38,0,,OO9G9JK X 0 X 83
12375,JHLR9GG,,20.7,1,,0,,No,No,,0,0,,,,,,,,,20,10/11/2024 2:38,0,,JHLR9GG X 0 X 20
12390,PQTI9OG,,8.4,1,,0,,No,No,,0,0,,,,,,,,,83,10/11/2024 2:38,0,,PQTI9OG X 0 X 83
12407,ND1FAS8,,50,1,,0,,No,No,,0,0,,,,,,,,,83,10/11/2024 2:38,0,,ND1FAS8 X 0 X 83
12394,Y1PC9L2,,10.1,1,,0,,No,No,,0,0,,,,,,,,,82,10/11/2024 2:38,0,,Y1PC9L2 X 0 X 82
12428,AL4FP9X,,16.5,1,,0,,No,No,,0,0,,,,,,,,,20,10/11/2024 2:38,0,,AL4FP9X X 0 X 20
12451,Z2KKEHX,,13.6,1,,0,,No,No,,0,0,,10/9/2023 16:30,,,,,,,67,10/11/2024 2:38,0,,Z2KKEHX X 0 X 67
12460,DA3NE0B,,10.6,1,,0,,No,No,,0,0,,,,,,,,,78,10/11/2024 2:38,0,,DA3NE0B X 0 X 78
12462,NLA0PSS,,29.1,1,,0,,No,No,,0,0,,,,,,,,,78,10/11/2024 2:38,0,,NLA0PSS X 0 X 78
12519,UFIJWXV,,7.3,1,,0,,No,No,,0,0,,,,,,,,,83,10/11/2024 2:39,0,,UFIJWXV X 0 X 83
12042,QX4SASZ,,17.6,1,,0,,No,No,,0,0,,,,,,,,,20,10/11/2024 2:39,1,,QX4SASZ X 1 X 20
12044,3A3Q6IF,,19.3,1,,0,,No,No,,0,0,,,,,,,,,20,10/11/2024 2:39,1,,3A3Q6IF X 1 X 20
12069,6D2L58A,,8.5,1,,0,,No,No,,0,0,,,,,,,,,20,10/11/2024 2:39,0,,6D2L58A X 0 X 20
12528,BBZ26N2,,3.8,1,,0,,No,No,,0,0,,,,,,,,,4,10/11/2024 2:39,1,,BBZ26N2 X 1 X 4
12530,9WR6GCD,,18.8,1,,0,,No,No,,0,0,,,,,,,,,4,10/11/2024 2:39,0,,9WR6GCD X 0 X 4
12553,VCN7KFJ,,17.7,1,,0,,No,No,,0,0,,,,,,,,,78,10/11/2024 2:39,0,,VCN7KFJ X 0 X 78
12408,DSBUJQT,,17.9,1,,0,,No,No,,0,0,,,,,,,,,23,10/11/2024 2:39,0,,DSBUJQT X 0 X 23
12422,FEKGZK1,,20.1,1,,0,,No,No,,0,0,,,,,,,,,83,10/11/2024 2:39,0,,FEKGZK1 X 0 X 83
12439,OEWT34D,,22.5,1,,0,,No,No,,0,0,,,,,,,,,81,10/11/2024 2:39,0,,OEWT34D X 0 X 81
12440,JNVC68C,,12.5,1,,0,,No,No,,0,0,,,,,,,,,20,10/11/2024 2:39,2,,JNVC68C X 2 X 20
12259,ROQI1VF,,10.1,1,,0,,No,No,,0,0,,,,,,,,,28,10/11/2024 2:39,0,,ROQI1VF X 0 X 28
12560,JXNJKYC,,10.3,1,,0,,No,No,,0,0,,,,,,,,,78,10/11/2024 2:39,1,,JXNJKYC X 1 X 78
12585,0UW9NTR,,6.3,1,,0,,No,No,,0,0,,,,,,,,,28,10/11/2024 2:39,0,,0UW9NTR X 0 X 28
12457,EZPTAAF,,16,1,,0,,No,No,,0,0,,,,,,,,,76,10/11/2024 2:39,0,,EZPTAAF X 0 X 76
12601,W0AAQ1Y,,6.5,1,,0,,No,No,,0,0,,,,,,,,,78,10/11/2024 2:39,0,,W0AAQ1Y X 0 X 78
12616,0BHOJIP,,9.6,1,,0,,No,No,,0,0,,,,,,,,,66,10/11/2024 2:39,1,,0BHOJIP X 1 X 66
12076,QUHGIC4,,51.1,1,,0,,No,No,,0,0,,,,,,,,,28,10/11/2024 2:39,0,,QUHGIC4 X 0 X 28
12078,5Q1PNVC,,13,1,,0,,No,No,,0,0,,,,,,,,,20,10/11/2024 2:39,0,,5Q1PNVC X 0 X 20
12101,GAVT7D8,,7.3,1,,0,,No,No,,0,0,,,,,,,,,78,10/11/2024 2:39,0,,GAVT7D8 X 0 X 78
12110,BPZPAPX,,14.4,1,,0,,No,No,,0,0,,,,,,,,,83,10/11/2024 2:40,2,,BPZPAPX X 2 X 83
12112,RWVYP2M,,38.3,1,,0,,No,No,,0,0,,10/7/2023 20:45,,,,,,,83,10/11/2024 2:40,0,,RWVYP2M X 0 X 83
12144,IWLWRZI,,12.8,1,,0,,No,No,,0,0,,,,,,,,,83,10/11/2024 2:40,0,,IWLWRZI X 0 X 83
12167,7DGZJ0Q,,16,1,,0,,No,No,,0,0,,,,,,,,,83,10/11/2024 2:40,0,,7DGZJ0Q X 0 X 83
12169,OK6N5SP,,13,1,,0,,No,No,,0,0,,,,,,,,,81,10/11/2024 2:40,0,,OK6N5SP X 0 X 81
12176,UJ1GWCN,,13.9,1,,0,,No,No,,0,0,,,,,,,,,81,10/11/2024 2:40,1,,UJ1GWCN X 1 X 81
12178,HKR3YIQ,,54.6,1,,0,,No,No,,0,0,,,,,,,,,13,10/11/2024 2:40,0,,HKR3YIQ X 0 X 13
12201,IOOPZDY,,18.8,1,,0,,No,No,,0,0,,,,,,,,,78,10/11/2024 2:40,0,,IOOPZDY X 0 X 78
12507,MMEVIRK,,13,1,,0,,No,No,,0,0,,,,,,,,,4,10/11/2024 2:40,1,,MMEVIRK X 1 X 4
12594,PQTI9OG,,12.5,1,,0,,No,No,,0,0,,,,,,,,,83,10/11/2024 2:40,0,,PQTI9OG X 0 X 83
12596,ZMW6ROU,,26.6,1,,0,,No,No,,0,0,,,,,,,,,28,10/11/2024 2:40,0,,ZMW6ROU X 0 X 28
12203,HKXCUPA,,13,1,,0,,No,No,,0,0,,,,,,,,,83,10/11/2024 2:40,0,,HKXCUPA X 0 X 83
12557,PEZZ105,,12,1,,0,,No,No,,0,0,,,,,,,,,23,10/11/2024 2:40,0,,PEZZ105 X 0 X 23
12576,M902C0Y,,66.1,1,,0,,No,No,,0,0,,,,,,,,,83,10/11/2024 2:40,2,,M902C0Y X 2 X 83
12589,1626YWM,,8.7,1,,0,,No,No,,0,0,,10/9/2023 21:50,,,,,,,43,10/11/2024 2:40,0,,1626YWM X 0 X 43
12352,TMSR87T,,10.1,1,,0,,No,No,,0,0,,,,,,,,,43,10/11/2024 2:40,0,,TMSR87T X 0 X 43
12370,VYLDNGD,,12.8,1,,0,,No,No,,0,0,,,,,,,,,83,10/11/2024 2:41,0,,VYLDNGD X 0 X 83
12626,5F2A0JX,,7.9,1,,0,,No,No,,0,0,,,,,,,,,66,10/11/2024 2:41,0,,5F2A0JX X 0 X 66
12598,09A31JX,,5.7,1,,0,,No,No,,0,0,,,,,,,,,78,10/11/2024 2:41,0,,09A31JX X 0 X 78
12632,QF79RKL,,13.3,1,,0,,No,No,,0,0,,,,,,,,,4,10/11/2024 2:41,0,,QF79RKL X 0 X 4
12630,RGMOIOZ,,11.4,1,,0,,No,No,,0,0,,,,,,,,,78,10/11/2024 2:41,0,,RGMOIOZ X 0 X 78
12609,QY21BRX,,6.3,1,,0,,No,No,,0,0,,,,,,,,,28,10/11/2024 2:41,0,,QY21BRX X 0 X 28
12395,ZPGGEF3,,13.6,1,,0,,No,No,,0,0,,10/8/2023 21:00,,,,,,,83,10/11/2024 2:41,0,,ZPGGEF3 X 0 X 83
12413,AL2ZIUH,,15,1,,0,,No,No,,0,0,,,,,,,,,33,10/11/2024 2:41,0,,AL2ZIUH X 0 X 33
12420,PPLSZRM,,6.8,1,,0,,No,No,,0,0,,,,,,,,,78,10/11/2024 2:41,0,,PPLSZRM X 0 X 78
12427,N7XEDUK,,17.9,1,,0,,No,No,,0,0,,,,,,,,,78,10/11/2024 2:41,0,,N7XEDUK X 0 X 78
12438,PNTX0GW,,12.8,1,,0,,No,No,,0,0,,,,,,,,,75,10/11/2024 2:41,2,,PNTX0GW X 2 X 75
12445,WHMKIEJ,,11.4,1,,0,,No,No,,0,0,,,,,,,,,75,10/11/2024 2:41,0,,WHMKIEJ X 0 X 75
12463,HYUBGDH,,0,1,,0,,No,No,,0,0,,,,,,,,,78,10/11/2024 2:42,0,,HYUBGDH X 0 X 78
12470,HYUBGDH,,9.2,1,,0,,No,No,,0,0,,,,,,,,,28,10/11/2024 2:42,0,,HYUBGDH X 0 X 28
12477,NIU7CTE,,10.6,1,,0,,No,No,,0,0,,,,,,,,,28,10/11/2024 2:42,0,,NIU7CTE X 0 X 28
12513,9VJZUWB,,18.8,1,,0,,No,No,,0,0,,,,,,,,,85,10/11/2024 2:42,6,,9VJZUWB X 6 X 85
12538,EFD63YV,,12.2,1,,0,,No,No,,0,0,,,,,,,,,43,10/11/2024 2:42,0,,EFD63YV X 0 X 43
12552,AK76U3U,,7.1,1,,0,,No,No,,0,0,,,,,,,,,4,10/11/2024 2:42,0,,AK76U3U X 0 X 4
12595,KQ9MYL9,,11.4,1,,0,,No,No,,0,0,,,,,,,,,78,10/11/2024 2:42,0,,KQ9MYL9 X 0 X 78
12602,MZ60652,,44.6,1,,0,,No,No,,0,0,,,,,,,,,78,10/11/2024 2:42,2,,MZ60652 X 2 X 78
12620,CJ1ZCAP,,21.2,1,,0,,No,No,,0,0,,,,,,,,,78,10/11/2024 2:42,1,,CJ1ZCAP X 1 X 78
12627,B6Y7ZKT,,16.3,1,,0,,No,No,,0,0,,,,,,,,,78,10/11/2024 2:42,1,,B6Y7ZKT X 1 X 78
12663,8PBQKLH,,37,1,,0,,No,No,,0,0,,,,,,,,,20,10/11/2024 2:42,0,,8PBQKLH X 0 X 20
12271,DC22AG9,,11.4,1,,0,,No,No,,0,0,,,,,,,,,78,10/11/2024 2:42,2,,DC22AG9 X 2 X 78
12276,IKHPE9Z,,13,1,,0,,No,No,,0,0,,,,,,,,,78,10/11/2024 2:42,1,,IKHPE9Z X 1 X 78
12278,HNS25BF,,23.3,1,,0,,No,No,,0,0,,,,,,,,,66,10/11/2024 2:42,1,,HNS25BF X 1 X 66
12303,TOMQESB,,6.5,1,,0,,No,No,,0,0,,,,,,,,,28,10/11/2024 2:42,0,,TOMQESB X 0 X 28
12337,1ZEXHU6,,22.6,1,,0,,No,No,,0,0,,,,,,,,,83,10/11/2024 2:43,0,,1ZEXHU6 X 0 X 83
12344,Q3C95J4,,13.6,1,,0,,No,No,,0,0,,,,,,,,,43,10/11/2024 2:43,1,,Q3C95J4 X 1 X 43
12346,ABWX483,,63.8,1,,0,,No,No,,0,0,,,,,,,,,66,10/11/2024 2:43,0,,ABWX483 X 0 X 66
